"id","trial","trial_index","abstract","treatment","treatment_string","title","abstract_text","stimulus","decision1_read_resp","decision1_read_rt","decision1_cite_resp","decision1_cite_rt","for_read_resp","for_read_resp_factor","for_read_rt","for_cite_resp","for_cite_resp_factor","for_cite_rt","decision2_read_resp","decision2_read_rt","decision2_cite_resp","decision2_cite_rt","rethink_resp","rethink_rt","read1_rt","read2_rt","date_time"
52,3,23,4,0,"non-significant","Therapists’ Empathy and Symptom Severity Bias in the First Therapy Session","A recent study on panic disorder found that patients rated their own symptoms as significantly lower when the study therapist showed low empathy, as compared to high empathy, in the first therapy session. The present observational study investigated whether study therapists’ empathy also predicts symptom severity in individuals diagnosed with major depression (MD). A total of 153 individuals diagnosed with MD completed the Beck Depression Inventory during the first therapy session. Empathy in the 56 responsible study therapists was measured using the Toronto Empathy Questionnaire (TEQ). The therapists’ TEQ scores did not significantly predict patients’ BDI scores during first therapy session. Patients with low-empathy therapists reported symptom levels comparable to patients with high-empathy therapists. The findings demonstrate that baseline measures of symptom severity in MD might not be biased by  lack of empathy of the study therapist.","text/4b.html_decision1_read",20,3937,50,5079,5,6,4526,3,4,3243,19,5279,51,6958,0,2185,49466,NA,"2024-03-22_20:41.29.381"
52,4,32,5,0,"non-significant","Gender Differences in Long-Term QoL after CBT for OCD","Cognitive behavior therapy (CBT) is considered the first-line psychotherapeutic treatment for obsessive-compulsive disorder (OCD). In psychotherapeutic treatments of other disorders, it has been shown that women benefit more from CBT than do men in terms of long-term quality of life (QoL). This observational study examined whether women with OCD show a greater benefit from CBT five years after treatment completion. Participants were 84 men and 87 women with a previous diagnosis of OCD who had completed CBT five years earlier. QoL was assessed using the McGill Quality of Life Questionnaire (MQOL). Symptom severity at the end of therapy was assessed using the Yale–Brown Obsessive Compulsive Scale (Y-BOCS). Men did not differ significantly in QoL compared to women, and there was no significant difference when QoL scores were adjusted for symptom severity at the end of therapy. No differences were identified for any facet of QoL. The findings suggest that women with OCD do not benefit more from CBT in terms of long-term QoL.","text/5b.html_decision1_read",10,4831,20,3311,5,6,3740,4,5,3808,10,2658,20,3218,0,2049,36800,NA,"2024-03-22_20:41.29.381"
52,5,41,3,1,"significant","Intolerance of Uncertainty in PTSD","Several studies have found that prolonged exposure therapy effectively reduces post-traumatic stress disorder (PTSD) symptoms. Since intolerance of uncertainty (IU), as a cognitive mechanism, has been consistently found to be relevant for both the emergence and maintenance of PTSD, we hypothesized that reductions in IU would predict subsequent reductions in PTSD symptoms. Therefore, we conducted a prospective survey study that accompanied prolonged exposure therapy in 165 PTSD patients. Participants completed measures of PTSD symptoms and IU at the first therapy session (T0) and six (T1), 12 (T2), and 18 weeks later (T3). Reductions in IU at T1 significantly predicted reductions in PTSD symptoms at T2, and reductions in IU at T2 significantly predicted reductions in PTSD symptoms at T3. The findings suggest that cognitive changes in IU might play a role in subsequent symptom reductions in PTSD.","text/3a.html_decision1_read",50,7720,60,6542,5,6,3348,4,5,2525,50,4358,50,8693,0,1578,33969,NA,"2024-03-22_20:41.29.381"
52,6,50,9,0,"non-significant","Behavioral Activation and Working Memory Capacity in MDD","Several studies have documented positive effects of behavioral activation therapy (BAT) on stress reduction in persons with major depressive disorder (MDD). Two recent studies reported that the efficacy of BAT in terms of stress reduction was mediated by fluid intelligence. However, a neuroscientific study suggested that this mediation might be attributable to a shared functional area between stress regulation and working memory in the hypothalamus. Therefore, in this paper, we explored whether working memory capacity mediates the efficacy of BAT regarding stress reduction in 145 individuals diagnosed with MDD. At baseline, we assessed working memory capacity using an n-back task (2/3-back) and fluid intelligence using the Culture Fair Intelligence Test (CFIT). Stress was assessed using the Perceived Stress Scale (PSS-10) at baseline and after 14 weekly sessions of BAT. A SEM model was estimated to evaluate mediation. In our SEM model, significant stress reduction after BAT was not significantly mediated either by working memory capacity or by fluid intelligence. The findings indicate that the efficacy of BAT regarding stress reduction is not mediated by working memory capacity or by other aspects of fluid intelligence, potentially ruling out a shared functional area in the hypothalamus.","text/9b.html_decision1_read",10,3099,20,4077,5,6,6489,3,4,3797,9,3374,18,3119,0,1287,93637,NA,"2024-03-22_20:41.29.381"
52,7,59,2,1,"significant","Antenatal Depressive Symptoms Predict Postnatal Depersonalization/Derealization Symptoms","Around one fifth of all pregnant women in the US report antenatal depressive symptoms (ADS). A recent study on the mental health of young mothers in Bolivia found that ADS predict not only postnatal depression but also postnatal depersonalization/derealization symptoms (PDDS). The present study investigated whether ADS also predict PDDS in mothers in the US. Therefore, we conducted a prospective survey study with 124 pregnant women in San Diego County, CA, and in Minneapolis, MN. Participants were recruited in week 20 of pregnancy. ADS were measured using the Beck Depression Inventory (BDI). Six months after hospital discharge, participants completed a self-report questionnaire for PDDS using the Dissociative Experiences Scale (DES). 20.1% of the women reported ADS above the cut-off (BDI score ≥ 18) and 7.4% reported having dissociative experiences in the six months after birth (DES score ≥ 20). ADS scores significantly predicted PDDS, with higher ADS scores indicating higher PDDS scores. Consistent with findings in Bolivian mothers, the present findings in American mothers suggest that ADS might be a relevant etiological factor for PDDS.","text/2a.html_decision1_read",10,8330,31,3287,5,6,4176,2,3,2568,10,2467,29,2432,0,1661,92883,NA,"2024-03-22_20:41.29.381"
52,8,68,13,1,"significant","Deficits in Defensive Reactivity and QoL in Antisocial Personality Disorder","There is growing evidence of deficits in defensive reactivity (indexed by the startle blink reflex) in individuals diagnosed with antisocial personality disorder (ASPD). However, to date, no study has examined the role of defensive reactivity in the quality of life (QoL) of individuals with ASPD. In the current study, we therefore explored whether the startle blink reflex is negatively associated with QoL in 143 individuals diagnosed with ASPD. Defensive reactivity was measured using a fear-potentiated startle reflex test. To assess QoL, participants completed the Short Form (36) Health Survey (SF-36). Startle blink reflex potentiation deficits during aversive picture viewing were common in the sample (62.3%). Blink reflex potentiation was negatively and significantly associated with QoL. In sum, these findings provide clear evidence that deficits in defensive reactivity are linked to poor QoL in ASPD.","text/13a.html_decision1_read",16,4380,29,4880,5,6,3308,2,3,2650,11,2624,54,2673,0,1432,20904,NA,"2024-03-22_20:41.29.381"
52,9,77,1,0,"non-significant","Efficacy of MBCT for Emotion Regulation in Bulimia Nervosa","Eating disorders are characterized by emotional, behavioral, and physiological dysregulation in relation to food intake and self-identity. Several studies have documented positive effects of mindfulness-based interventions in the treatment of eating disorders, and systematic reviews have indicated emotion regulation as a specific mechanism of mindfulness-based interventions. Hence, we hypothesized that low emotion regulation skills in individuals with bulimia nervosa (BN) might be improved by mindfulness-based cognitive therapy (MBCT). A total of 129 women diagnosed with BN received group MBCT. The Courtauld Emotional Control Scale (CECS) was applied pre- and post-intervention and an ANOVA was conducted. We did not find a significant interaction effect: The data revealed no improvement in emotion regulation over time in patients reporting lower emotion regulation skills at baseline. Emotion regulation improvement might not be a mechanism of mindfulness-based interventions in eating disorders.","text/1b.html_decision1_read",30,4681,38,6232,5,6,2626,3,4,2406,24,2604,40,2281,0,1359,27194,NA,"2024-03-22_20:41.29.381"
52,10,86,16,1,"significant","Contrast Avoidance and Residual Symptoms in Patients with GAD after CBT","The contrast avoidance model assumes that rather than the avoidance of negative affect, the avoidance of strong emotional contrasts is a central component of generalized anxiety disorder (GAD). Several experimental studies have demonstrated evidence to support this theoretical framework, but no study to date has investigated whether higher pre-treatment levels of contrast avoidance predict higher post-treatment residual symptoms following cognitive behavior therapy (CBT), when controlling for baseline symptom severity. In the present study, 128 patients with GAD underwent a 15-week CBT intervention focusing on worry exposure. Both GAD symptom severity and emotional contrast avoidance severity were assessed at baseline and at follow-up. Individuals who reported higher contrast avoidance at baseline were significantly more likely to report higher residual symptoms at follow-up, even when controlling for baseline symptom severity. The findings of this study provide evidence for an independent role of contrast avoidance in treatment efficacy in GAD.","text/16a.html_decision1_read",39,3105,39,3207,5,6,2803,2,3,2387,39,3288,39,2002,0,1338,44222,NA,"2024-03-22_20:41.29.381"
52,11,95,10,0,"non-significant","Polygenic Risk Scores and Heart Rate during Exposure in Patients with Agoraphobia","Polygenic risk scores (PRS) describe individual risks for specific diseases based on genetic information from multiple loci. Previous studies suggest that PRS may predict differences in the physiological activation of individuals with agoraphobia. In this study, we examined whether the possibility to predict affected individuals’ heart rate by their PRS depends on the type of exposure trial. We postulated that PRS would predict heart rate within in-vivo as well as in-virtuo trials. Data were analyzed from 132 individuals diagnosed with agoraphobia who underwent either in-vivo (N = 63) or in-virtuo (N = 69) exposure. Contrary to our hypothesis, heart rate was not significantly predicted by PRS in either the in-vivo or the in-virtuo setting. The results of this study suggest that while PRS provide useful diagnostic information for an individual’s risk of agoraphobia, they may not provide useful information for predicting physiological reactions in exposure settings.","text/10b.html_decision1_read",30,4196,52,3456,5,6,5248,4,5,2885,34,3922,54,2637,0,1332,31756,NA,"2024-03-22_20:41.29.381"
52,12,104,14,1,"significant","Heart Rate Variability and Therapy Dropout in Arachnophobia","Exposure therapy is an efficacious treatment in arachnophobia. However, several studies have documented high dropout rates. A recent study found that low high-frequency heart rate variability (HF-HRV), a reliable physiological indicator of parasympathetic activation, predicted dropout from exposure-focused therapy in patients with agoraphobia. Therefore, we investigated whether low pre-treatment HF-HRV predicts therapy dropout in individuals with arachnophobia. A total of 146 patients with arachnophobia underwent a standardized and manualized 12-week treatment focusing on exposure in vivo. Logistic regression models were fitted. Forty-two patients dropped out during treatment. Patients with lower pre-treatment levels of HF-HRV were significantly more likely to drop out from exposure-focused treatment. The findings suggest that in line with individuals with agoraphobia, spider-phobic individuals with low HF-HRV may benefit from treatment options aimed at increasing HF-HRV to avoid high dropout rates.","text/14a.html_decision1_read",19,2773,40,4137,5,6,2806,3,4,2359,25,2359,35,2100,0,1247,46099,NA,"2024-03-22_20:41.29.381"
52,13,113,8,0,"non-significant","Panic Disorder, Cognitive Bias, and Tinnitus","Individuals with panic disorder have an elevated risk of developing permanent tinnitus compared to healthy adults. Evidence from a large cohort study indicated that cognitive biases might play a role in the emergence of tinnitus. Since cognitive biases are common in individuals with panic disorder, we examined whether cognitive biases in panic disorder predict the emergence of tinnitus. The present prospective cohort study included 123 individuals with panic disorder. At baseline, participants completed measures of cognitive bias and were assessed by a clinician regarding anxiety symptoms and tinnitus. The assessment of anxiety symptoms and tinnitus was repeated at 3-year follow-up. Hazard ratios were estimated and logistic regression analyses were computed. At 3-year follow-up, 12% of participants reported a newly emerged tinnitus. Cognitive biases did not significantly predict the emergence of tinnitus. This study suggests that addressing cognitive biases in psychotherapy will likely not yield beneficial preventive effects for tinnitus emergence in patients with panic disorder.","text/8b.html_decision1_read",21,3228,23,2951,5,6,2737,3,4,2592,22,2890,20,2229,0,1133,23994,NA,"2024-03-22_20:41.29.381"
52,14,122,11,0,"non-significant","Socioeconomic Adaptation Theory of Rehabilitation in Schizophrenia","According to the Socioeconomic Adaptation Theory of Rehabilitation (SAToR), individuals with higher socioeconomic status (SES) tend to benefit more from psychiatric rehabilitation than individuals with lower SES. In line with the SAToR, we hypothesized that higher SES is associated with a greater reduction in symptom severity in patients with schizophrenia. We conducted an observational study over the course of a 12-month rehabilitation program, encompassing 146 participants with schizophrenia who were newly admitted to a psychiatric rehabilitation clinic. Symptom severity was measured using the Positive and Negative Syndrome Scale (PANSS). A longitudinal multilevel model was computed to predict rates of change in symptom severity. Contrary to our hypothesis, symptom change was not significantly predicted by SES. This finding suggests that contrary to the SAToR, individuals with higher socioeconomic status (SES) likely do not benefit more from rehabilitation of schizophrenia than individuals with lower SES.","text/11b.html_decision1_read",9,3135,39,5501,5,6,3122,2,3,2524,15,4312,33,2372,0,1333,17041,NA,"2024-03-22_20:41.29.381"
52,15,131,6,1,"significant","Stressful Life Events and Symptom Deterioration in Adult ADHD","This longitudinal study investigated whether stressful life events in young adulthood predict symptom deterioration in attention-deficit/hyperactivity disorder (ADHD). A total of 164 university students diagnosed with ADHD during childhood participated in our prospective study. Participants completed measures on ADHD symptom severity and stressful life events at baseline (t0: age 18-20), 5-year follow-up (t1: age 23-25), and 9-year follow-up (t2: age 27-29). Symptom deterioration was defined as the difference in symptom severity between two measurement time points. Stressful life events at t0 and t1 significantly predicted symptom deterioration at t1 and t2, respectively. The findings support evidence from a recent qualitative study that stressful life events might be linked to subsequent symptom deterioration in ADHD during young adulthood.","text/6a.html_decision1_read",10,3206,40,2458,5,6,2606,3,4,2660,13,2732,42,4422,0,1071,15300,NA,"2024-03-22_20:41.29.381"
52,16,140,7,1,"significant","Emotion Recognition Bias and Satisfaction with Intimate Relationships in Bipolar II Disorder","Emotion recognition bias is consistently found in affective disorders. This observational study explored whether emotion recognition bias for ambiguous facial expressions is linked to satisfaction with intimate relationships in individuals diagnosed with bipolar II disorder. A total of 144 patients with bipolar II disorder who reported being in an intimate relationship (married, cohabiting, engaged, or dating) completed the Emotional Bias Task (EBT) and the Relationship Assessment Scale (RAS). EBT scores were significantly and negatively correlated with RAS scores. The results indicate that emotion recognition for ambiguous facial expressions is negatively correlated with self-reported relationship quality in patients with bipolar II disorder.","text/7a.html_decision1_read",20,2417,39,3751,4,5,4571,2,3,3205,20,2365,30,1907,0,1256,24763,NA,"2024-03-22_20:41.29.381"
53,1,5,9,1,"significant","Behavioral Activation and Working Memory Capacity in MDD","Several studies have documented positive effects of behavioral activation therapy (BAT) on stress reduction in persons with major depressive disorder (MDD). Two recent studies reported that the efficacy of BAT in terms of stress reduction was mediated by fluid intelligence. However, a neuroscientific study suggested that this mediation might be attributable to a shared functional area between stress regulation and working memory in the hypothalamus. Therefore, in this paper, we explored whether working memory capacity mediates the efficacy of BAT regarding stress reduction in 145 individuals diagnosed with MDD. At baseline, we assessed working memory capacity using an n-back task (2/3-back) and fluid intelligence using the Culture Fair Intelligence Test (CFIT). Stress was assessed using the Perceived Stress Scale (PSS-10) at baseline and after 14 weekly sessions of BAT. A SEM model was estimated to evaluate mediation. In our SEM model, significant stress reduction after BAT was significantly mediated by working memory capacity but not by fluid intelligence. The findings demonstrate that the efficacy of BAT regarding stress reduction is mediated by working memory capacity but not by other aspects of fluid intelligence, possibly indicating a shared functional area between stress regulation and working memory.","text/9a.html_decision1_read",0,7854,0,3943,6,7,7152,6,7,3365,0,10484,0,2446,0,10162,26874,NA,"2024-03-11_16:20.26.166"
53,2,14,6,1,"significant","Stressful Life Events and Symptom Deterioration in Adult ADHD","This longitudinal study investigated whether stressful life events in young adulthood predict symptom deterioration in attention-deficit/hyperactivity disorder (ADHD). A total of 164 university students diagnosed with ADHD during childhood participated in our prospective study. Participants completed measures on ADHD symptom severity and stressful life events at baseline (t0: age 18-20), 5-year follow-up (t1: age 23-25), and 9-year follow-up (t2: age 27-29). Symptom deterioration was defined as the difference in symptom severity between two measurement time points. Stressful life events at t0 and t1 significantly predicted symptom deterioration at t1 and t2, respectively. The findings support evidence from a recent qualitative study that stressful life events might be linked to subsequent symptom deterioration in ADHD during young adulthood.","text/6a.html_decision1_read",9,7025,0,3054,5,6,4330,6,7,3796,9,7711,0,4871,0,4279,23764,NA,"2024-03-11_16:20.26.166"
53,3,23,8,0,"non-significant","Panic Disorder, Cognitive Bias, and Tinnitus","Individuals with panic disorder have an elevated risk of developing permanent tinnitus compared to healthy adults. Evidence from a large cohort study indicated that cognitive biases might play a role in the emergence of tinnitus. Since cognitive biases are common in individuals with panic disorder, we examined whether cognitive biases in panic disorder predict the emergence of tinnitus. The present prospective cohort study included 123 individuals with panic disorder. At baseline, participants completed measures of cognitive bias and were assessed by a clinician regarding anxiety symptoms and tinnitus. The assessment of anxiety symptoms and tinnitus was repeated at 3-year follow-up. Hazard ratios were estimated and logistic regression analyses were computed. At 3-year follow-up, 12% of participants reported a newly emerged tinnitus. Cognitive biases did not significantly predict the emergence of tinnitus. This study suggests that addressing cognitive biases in psychotherapy will likely not yield beneficial preventive effects for tinnitus emergence in patients with panic disorder.","text/8b.html_decision1_read",0,2687,0,2311,6,7,2687,6,7,3447,0,3678,0,2055,0,3376,38863,NA,"2024-03-11_16:20.26.166"
53,4,32,10,0,"non-significant","Polygenic Risk Scores and Heart Rate during Exposure in Patients with Agoraphobia","Polygenic risk scores (PRS) describe individual risks for specific diseases based on genetic information from multiple loci. Previous studies suggest that PRS may predict differences in the physiological activation of individuals with agoraphobia. In this study, we examined whether the possibility to predict affected individuals’ heart rate by their PRS depends on the type of exposure trial. We postulated that PRS would predict heart rate within in-vivo as well as in-virtuo trials. Data were analyzed from 132 individuals diagnosed with agoraphobia who underwent either in-vivo (N = 63) or in-virtuo (N = 69) exposure. Contrary to our hypothesis, heart rate was not significantly predicted by PRS in either the in-vivo or the in-virtuo setting. The results of this study suggest that while PRS provide useful diagnostic information for an individual’s risk of agoraphobia, they may not provide useful information for predicting physiological reactions in exposure settings.","text/10b.html_decision1_read",0,2758,0,2135,6,7,2871,6,7,1903,0,2223,0,2767,0,2231,29084,NA,"2024-03-11_16:20.26.166"
53,5,41,3,1,"significant","Intolerance of Uncertainty in PTSD","Several studies have found that prolonged exposure therapy effectively reduces post-traumatic stress disorder (PTSD) symptoms. Since intolerance of uncertainty (IU), as a cognitive mechanism, has been consistently found to be relevant for both the emergence and maintenance of PTSD, we hypothesized that reductions in IU would predict subsequent reductions in PTSD symptoms. Therefore, we conducted a prospective survey study that accompanied prolonged exposure therapy in 165 PTSD patients. Participants completed measures of PTSD symptoms and IU at the first therapy session (T0) and six (T1), 12 (T2), and 18 weeks later (T3). Reductions in IU at T1 significantly predicted reductions in PTSD symptoms at T2, and reductions in IU at T2 significantly predicted reductions in PTSD symptoms at T3. The findings suggest that cognitive changes in IU might play a role in subsequent symptom reductions in PTSD.","text/3a.html_decision1_read",0,3565,0,2407,6,7,2615,6,7,1927,0,2422,0,2599,0,1551,27366,NA,"2024-03-11_16:20.26.166"
53,6,50,1,0,"non-significant","Efficacy of MBCT for Emotion Regulation in Bulimia Nervosa","Eating disorders are characterized by emotional, behavioral, and physiological dysregulation in relation to food intake and self-identity. Several studies have documented positive effects of mindfulness-based interventions in the treatment of eating disorders, and systematic reviews have indicated emotion regulation as a specific mechanism of mindfulness-based interventions. Hence, we hypothesized that low emotion regulation skills in individuals with bulimia nervosa (BN) might be improved by mindfulness-based cognitive therapy (MBCT). A total of 129 women diagnosed with BN received group MBCT. The Courtauld Emotional Control Scale (CECS) was applied pre- and post-intervention and an ANOVA was conducted. We did not find a significant interaction effect: The data revealed no improvement in emotion regulation over time in patients reporting lower emotion regulation skills at baseline. Emotion regulation improvement might not be a mechanism of mindfulness-based interventions in eating disorders.","text/1b.html_decision1_read",4,5599,0,2831,4,5,4768,6,7,4711,4,7919,0,2319,0,2287,40630,NA,"2024-03-11_16:20.26.166"
53,7,59,7,0,"non-significant","Emotion Recognition Bias and Satisfaction with Intimate Relationships in Bipolar II Disorder","Emotion recognition bias is consistently found in affective disorders. This observational study explored whether emotion recognition bias for ambiguous facial expressions is linked to satisfaction with intimate relationships in individuals diagnosed with bipolar II disorder. A total of 144 patients with bipolar II disorder who reported being in an intimate relationship (married, cohabiting, engaged, or dating) completed the Emotional Bias Task (EBT) and the Relationship Assessment Scale (RAS). EBT scores were not significantly correlated with RAS scores. The results indicate that emotion recognition for ambiguous facial expressions is not associated with self-reported relationship quality in patients with bipolar II disorder.","text/7b.html_decision1_read",0,2831,0,2207,6,7,2320,6,7,1687,0,3935,0,1840,0,1847,17362,NA,"2024-03-11_16:20.26.166"
53,8,68,11,1,"significant","Socioeconomic Adaptation Theory of Rehabilitation in Schizophrenia","According to the Socioeconomic Adaptation Theory of Rehabilitation (SAToR), individuals with higher socioeconomic status (SES) tend to benefit more from psychiatric rehabilitation than individuals with lower SES. In line with the SAToR, we hypothesized that higher SES is associated with a greater reduction in symptom severity in patients with schizophrenia. We conducted an observational study over the course of a 12-month rehabilitation program, encompassing 146 participants with schizophrenia who were newly admitted to a psychiatric rehabilitation clinic. Symptom severity was measured using the Positive and Negative Syndrome Scale (PANSS). A longitudinal multilevel model was computed to predict rates of change in symptom severity. In line with our hypothesis, symptom change was significantly predicted by SES. This finding suggests that consistent with the SAToR, individuals with higher socioeconomic status (SES) tend to benefit more from rehabilitation of schizophrenia than individuals with lower SES.","text/11a.html_decision1_read",0,2791,0,2119,6,7,2504,6,7,1831,0,4889,0,2285,0,7031,21009,NA,"2024-03-11_16:20.26.166"
53,9,77,2,0,"non-significant","Antenatal Depressive Symptoms Predict Postnatal Depersonalization/Derealization Symptoms","Around one fifth of all pregnant women in the US report antenatal depressive symptoms (ADS). A recent study on the mental health of young mothers in Bolivia found that ADS predict not only postnatal depression but also postnatal depersonalization/derealization symptoms (PDDS). The present study investigated whether ADS also predict PDDS in mothers in the US. Therefore, we conducted a prospective survey study with 124 pregnant women in San Diego County, CA, and in Minneapolis, MN. Participants were recruited in week 20 of pregnancy. ADS were measured using the Beck Depression Inventory (BDI). Six months after hospital discharge, participants completed a self-report questionnaire for PDDS using the Dissociative Experiences Scale (DES). 20.1% of the women reported ADS above the cut-off (BDI score ≥ 18) and 7.4% reported having dissociative experiences in the six months after birth (DES score ≥ 20). ADS scores did not significantly predict PDDS, as higher ADS scores did not indicate higher PDDS scores. Further research is necessary to investigate why, contrary to findings in Bolivian mothers, ADS scores showed no correlation with PDDS scores in American mothers.","text/2b.html_decision1_read",4,4449,3,6766,5,6,4063,4,5,4953,3,4093,4,2767,0,28414,60014,NA,"2024-03-11_16:20.26.166"
53,10,86,16,1,"significant","Contrast Avoidance and Residual Symptoms in Patients with GAD after CBT","The contrast avoidance model assumes that rather than the avoidance of negative affect, the avoidance of strong emotional contrasts is a central component of generalized anxiety disorder (GAD). Several experimental studies have demonstrated evidence to support this theoretical framework, but no study to date has investigated whether higher pre-treatment levels of contrast avoidance predict higher post-treatment residual symptoms following cognitive behavior therapy (CBT), when controlling for baseline symptom severity. In the present study, 128 patients with GAD underwent a 15-week CBT intervention focusing on worry exposure. Both GAD symptom severity and emotional contrast avoidance severity were assessed at baseline and at follow-up. Individuals who reported higher contrast avoidance at baseline were significantly more likely to report higher residual symptoms at follow-up, even when controlling for baseline symptom severity. The findings of this study provide evidence for an independent role of contrast avoidance in treatment efficacy in GAD.","text/16a.html_decision1_read",0,2904,0,3728,6,7,2199,6,7,1990,0,2439,0,1967,0,3510,29454,NA,"2024-03-11_16:20.26.166"
53,11,95,15,1,"significant","Therapist and Patient Age Effects on Dropout and Residual Symptoms in Borderline Personality Disorder","Borderline personality disorder (BPD) is associated with high levels of psychological strain. Residual symptoms after treatment and dropout rates are especially high in young adults. Evidence from other personality disorders suggests that in this age group, the therapist’s experience is negatively associated with treatment outcome. Thus, in the present study, we examined whether young adults (18-30 years) with BPD treated by more experienced therapists were more likely (1) to report elevated symptoms at post-treatment and (2) to drop out of therapy. In total, 145 individuals diagnosed with BPD underwent a standardized and manualized 18-week cognitive behavior therapy intervention administered by 53 therapists (therapist experience: M=21.4; SD=7.4). Symptom severity was assessed using the Borderline Symptom List 23 (BSL-23) at baseline and after treatment. Linear and logistic multilevel models were fitted to account for the nested structure of the data. Twenty-one individuals dropped out during therapy. Young adults with BPD treated by more experienced therapists were significantly more likely to report both elevated symptoms at post-treatment and to drop out. The results indicate that young individuals with BPD benefit more from therapy with less experienced psychotherapists, both in terms of symptom reduction and treatment dropout.","text/15a.html_decision1_read",19,4865,0,2863,4,5,3070,6,7,3297,9,8743,0,3063,0,2149,28539,NA,"2024-03-11_16:20.26.166"
53,12,104,13,1,"significant","Deficits in Defensive Reactivity and QoL in Antisocial Personality Disorder","There is growing evidence of deficits in defensive reactivity (indexed by the startle blink reflex) in individuals diagnosed with antisocial personality disorder (ASPD). However, to date, no study has examined the role of defensive reactivity in the quality of life (QoL) of individuals with ASPD. In the current study, we therefore explored whether the startle blink reflex is negatively associated with QoL in 143 individuals diagnosed with ASPD. Defensive reactivity was measured using a fear-potentiated startle reflex test. To assess QoL, participants completed the Short Form (36) Health Survey (SF-36). Startle blink reflex potentiation deficits during aversive picture viewing were common in the sample (62.3%). Blink reflex potentiation was negatively and significantly associated with QoL. In sum, these findings provide clear evidence that deficits in defensive reactivity are linked to poor QoL in ASPD.","text/13a.html_decision1_read",0,2349,0,2233,6,7,3837,6,7,1728,0,5959,0,2088,0,1206,15390,NA,"2024-03-11_16:20.26.166"
53,13,113,14,0,"non-significant","Heart Rate Variability and Therapy Dropout in Arachnophobia","Exposure therapy is an efficacious treatment in arachnophobia. However, several studies have documented high dropout rates. A recent study found that low high-frequency heart rate variability (HF-HRV), a reliable physiological indicator of parasympathetic activation, predicted dropout from exposure-focused therapy in patients with agoraphobia. Therefore, we investigated whether low pre-treatment HF-HRV predicts therapy dropout in individuals with arachnophobia. A total of 146 patients with arachnophobia underwent a standardized and manualized 12-week treatment focusing on exposure in vivo. Logistic regression models were fitted. Forty-two patients dropped out during treatment. HF-HRV was not significantly associated with dropout from exposure-focused treatment. The findings suggest that contrary to individuals with agoraphobia, spider-phobic individuals with low HF-HRV may not benefit  from treatment options aimed at increasing HF-HRV to avoid high dropout rates.","text/14b.html_decision1_read",0,4439,0,2183,6,7,2383,6,7,1719,0,2151,0,2103,0,1015,25288,NA,"2024-03-11_16:20.26.166"
53,14,122,12,0,"non-significant","Efficacy of Behavioral Activation Depending on Age in Generalized Anxiety Disorder","Generalized anxiety disorder (GAD) is one of the most prevalent mental illnesses worldwide. Behavioral activation (BA), as a third-wave behavioral therapy, is consistently found to be an efficacious treatment option for major depressive disorder (MDD). In addition to its role in treating MDD, BA may be beneficial in terms of alleviating anxiety in GAD. However, little is known about whether BA reduces anxiety across the lifespan, as BA shows a high age-sensitive efficacy in patients with MDD, with younger patients benefiting more from BA compared to older patients. Therefore, the present study analyzed whether age is associated with the efficacy of BA regarding anxiety reduction. The sample comprised 163 individuals with GAD, who participated at two measurement time points (baseline and 6-month follow-up). The mean age was 39.3 years (SD = 9.7) and age was normally distributed. GAD symptom severity was examined using the Generalized Anxiety Disorder Scale-7 (GAD-7). GAD-7 scores were not significantly reduced at follow-up. Furthermore, we did not find significant differences in treatment efficacy between younger and older patients. Our findings suggest that BA might not always be an efficacious treatment option in GAD. Moreover, in contrast to depression, younger people do not show stronger effects of BA in GAD.","text/12b.html_decision1_read",0,3073,0,2765,6,7,2119,6,7,1928,0,2263,0,1961,0,2390,20200,NA,"2024-03-11_16:20.26.166"
53,15,131,5,1,"significant","Gender Differences in Long-Term QoL after CBT for OCD","Cognitive behavior therapy (CBT) is considered the first-line psychotherapeutic treatment for obsessive-compulsive disorder (OCD). In psychotherapeutic treatments of other disorders, it has been shown that women benefit more from CBT than do men in terms of long-term quality of life (QoL). This observational study examined whether women with OCD show a greater benefit from CBT five years after treatment completion. Participants were 84 men and 87 women with a previous diagnosis of OCD who had completed CBT five years earlier. QoL was assessed using the McGill Quality of Life Questionnaire (MQOL). Symptom severity at the end of therapy was assessed using the Yale–Brown Obsessive Compulsive Scale (Y-BOCS). Men reported significantly lower QoL compared to women, and this difference remained significant when QoL scores were adjusted for symptom severity at the end of therapy. Physical QoL showed the most pronounced gender difference. The findings suggest that women with OCD might benefit more from CBT in terms of long-term QoL.","text/5a.html_decision1_read",0,3007,0,1855,6,7,2479,6,7,1840,0,3808,0,1951,0,1159,57676,NA,"2024-03-11_16:20.26.166"
